,id,oa_type,is_oa,has_pure_entry,year,itemtype,faculty
228,12486,hybrid,True,False,2024,journal-article,TNW
229,12550,hybrid,True,True,2024,journal-article,ITC
230,12551,closed,False,False,2024,journal-article,TNW
231,38631,hybrid,True,True,2024,journal-article,ITC
232,39227,hybrid,True,False,2024,journal-article,ET
233,12559,gold,True,True,2024,journal-article,TNW | ET
234,12628,closed,False,False,2024,journal-article,ET
235,38633,hybrid,True,False,2024,journal-article,ET
236,12739,closed,False,False,2024,journal-article,TNW
237,38636,hybrid,True,False,2024,journal-article,EEMCS
238,38637,hybrid,True,False,2024,journal-article,"TNW | Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
239,12779,hybrid,True,True,2024,journal-article,TNW | Faculty of Science and Technology
240,38638,hybrid,True,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
241,38639,hybrid,True,False,2024,journal-article,EEMCS
242,12856,closed,False,False,2024,journal-article,ET
243,39155,hybrid,True,False,2024,journal-article,ET
244,13085,hybrid,True,True,2024,journal-article,TNW
245,13086,closed,False,False,2024,journal-article,TNW
246,13111,hybrid,True,False,2024,journal-article,"TNW | Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
247,13112,hybrid,True,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
248,13184,hybrid,True,True,2024,journal-article,ITC
249,38641,closed,False,False,2024,journal-article,
250,39232,hybrid,True,False,2024,journal-article,ITC
251,38642,hybrid,True,False,2024,journal-article,
252,13246,bronze,True,True,2024,journal-article,ET
253,39156,gold,True,False,2024,journal-article,ET
254,13268,closed,False,False,2024,journal-article,TNW
255,38643,hybrid,True,False,2024,journal-article,TNW
256,13285,bronze,True,True,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
257,13294,hybrid,True,True,2024,journal-article,ET
258,13336,bronze,True,True,2024,journal-article,TNW | ET
259,13340,hybrid,True,True,2024,journal-article,EEMCS
260,13505,hybrid,True,False,2024,journal-article,
261,13506,closed,False,False,2024,journal-article,TNW | ET
262,38644,closed,False,False,2024,journal-article,TNW
263,38645,hybrid,True,False,2024,journal-article,TNW | EEMCS | ET
264,39157,closed,False,False,2024,journal-article,TNW
265,13574,gold,True,True,2024,journal-article,TNW | Faculty of Science and Technology
266,38646,closed,False,False,2024,journal-article,TNW
267,38647,hybrid,True,False,2024,journal-article,TNW
268,13616,gold,True,True,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
269,13624,bronze,True,False,2024,journal-article,
270,13754,gold,True,False,2024,journal-article,TNW
271,13847,hybrid,True,True,2024,journal-article,BMS
272,13917,hybrid,True,True,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
273,13969,gold,True,True,2024,journal-article,LISA | BMS
274,38648,hybrid,True,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
275,14050,closed,False,False,2024,journal-article,ET
276,38649,hybrid,True,True,2024,journal-article,ET
277,39238,bronze,True,False,2024,journal-article,
278,39239,bronze,True,True,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
279,38651,closed,False,False,2024,journal-article,BMS
280,14354,closed,False,True,2024,journal-article,TNW
281,14402,hybrid,True,True,2024,journal-article,TNW | ET
282,14403,hybrid,True,False,2024,journal-article,ET
283,38652,closed,False,False,2024,journal-article,
284,14438,hybrid,True,False,2024,journal-article,BMS
285,38653,hybrid,True,False,2024,journal-article,ITC
286,38654,closed,False,False,2024,journal-article,
287,14642,hybrid,True,False,2024,journal-article,ITC
288,39240,hybrid,True,False,2024,journal-article,ITC
289,14665,bronze,True,True,2024,journal-article,ET
290,14693,closed,False,False,2024,journal-article,EEMCS
291,14756,hybrid,True,True,2024,journal-article,ITC
292,14757,hybrid,True,False,2024,journal-article,ET
293,14773,hybrid,True,True,2024,journal-article,ET
294,14859,hybrid,True,False,2024,journal-article,TNW
295,38655,hybrid,True,False,2024,journal-article,TNW
296,38656,hybrid,True,False,2024,journal-article,
297,39244,closed,False,False,2024,journal-article,TNW
298,14931,bronze,True,True,2024,journal-article,ITC
299,14944,closed,False,False,2024,journal-article,TNW
300,14979,hybrid,True,True,2024,journal-article,ITC
301,15031,hybrid,True,False,2024,journal-article,ITC
302,15043,hybrid,True,True,2024,journal-article,
303,15070,gold,True,False,2024,journal-article,TNW | EEMCS
304,15093,hybrid,True,True,2024,journal-article,TNW
305,15094,hybrid,True,False,2024,journal-article,ET
306,15153,closed,False,False,2024,journal-article,
307,15236,hybrid,True,False,2024,journal-article,BMS
308,15247,closed,False,False,2024,journal-article,BMS
309,38657,hybrid,True,False,2024,journal-article,TNW | OOCCT
310,15290,hybrid,True,False,2024,journal-article,EEMCS
311,15309,hybrid,True,True,2024,journal-article,ET
312,15340,closed,False,False,2024,journal-article,TNW
313,15432,hybrid,True,False,2024,journal-article,ET
314,15433,hybrid,True,False,2024,journal-article,TNW | MS3 | ET
315,38660,gold,True,False,2024,journal-article,ITC | ET
316,15479,hybrid,True,False,2024,journal-article,TNW | EEMCS | 4TU-HTM
317,15489,bronze,True,False,2024,journal-article,BMS
318,38661,gold,True,False,2024,journal-article,TNW
319,15610,hybrid,True,True,2024,journal-article,EEMCS | ITC
320,15681,closed,False,True,2024,journal-article,ITC
321,15682,hybrid,True,False,2024,journal-article,ET
322,39248,closed,False,False,2024,journal-article,BMS
323,38667,closed,False,False,2024,journal-article,TNW
324,38668,gold,True,True,2024,journal-article,BMS
325,16019,closed,False,True,2024,journal-article,TNW
326,16020,closed,False,False,2024,journal-article,ET
327,16080,closed,False,False,2024,journal-article,BMS
328,38674,closed,False,False,2024,journal-article,BMS
329,38676,hybrid,True,True,2024,journal-article,ET
330,16131,hybrid,True,False,2024,journal-article,BMS
331,38690,hybrid,True,False,2024,journal-article,ET
332,16635,bronze,True,False,2024,journal-article,TNW
333,16636,bronze,True,False,2024,journal-article,TNW | ET
334,38691,hybrid,True,False,2024,journal-article,TNW
335,38692,hybrid,True,False,2024,journal-article,TNW | 4TU-HTM
336,16638,closed,False,False,2024,journal-article,TNW
337,16639,bronze,True,True,2024,journal-article,TNW
338,38693,closed,False,False,2024,journal-article,TNW
339,39158,hybrid,True,False,2024,journal-article,TNW
340,16746,closed,False,False,2024,journal-article,TNW
341,38682,hybrid,True,False,2024,journal-article,TNW
342,16246,bronze,True,False,2024,journal-article,TNW
343,39250,closed,False,False,2024,journal-article,
344,38695,hybrid,True,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
345,38683,hybrid,True,False,2024,journal-article,TNW | ET
346,38684,hybrid,True,False,2024,journal-article,TNW
347,38685,hybrid,True,False,2024,journal-article,TNW
348,16385,hybrid,True,False,2024,journal-article,TNW
349,39251,hybrid,True,False,2024,journal-article,TNW | 4TU-HTM
350,16477,hybrid,True,False,2024,journal-article,TNW
351,38686,hybrid,True,False,2024,journal-article,TNW
352,38687,hybrid,True,False,2024,journal-article,TNW
353,38688,hybrid,True,False,2024,journal-article,TNW | ET
354,38689,hybrid,True,False,2024,journal-article,TNW
355,16544,hybrid,True,False,2024,journal-article,TNW
356,39254,hybrid,True,False,2024,journal-article,TNW
357,38696,hybrid,True,False,2024,journal-article,TNW
358,16566,hybrid,True,True,2024,journal-article,TNW
359,38697,hybrid,True,False,2024,journal-article,TNW
360,17001,hybrid,True,True,2024,journal-article,TNW | ITC
361,17258,hybrid,True,False,2024,journal-article,ITC
362,38698,hybrid,True,False,2024,journal-article,ITC
363,38701,hybrid,True,False,2024,journal-article,TNW
364,17443,gold,True,True,2024,journal-article,TNW | ITC
365,38702,hybrid,True,False,2024,journal-article,TNW
366,38703,hybrid,True,False,2024,journal-article,TNW
367,17502,bronze,True,True,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
368,38704,gold,True,True,2024,journal-article,ET
369,38705,gold,True,False,2024,journal-article,
370,38706,gold,True,False,2024,journal-article,TNW
371,38707,gold,True,False,2024,journal-article,ITC
372,38708,gold,True,False,2024,journal-article,ITC
373,38709,hybrid,True,False,2024,journal-article,TNW
374,18433,hybrid,True,True,2024,journal-article,EEMCS
375,18434,hybrid,True,False,2024,journal-article,TNW
376,18436,closed,False,False,2024,journal-article,TNW
377,18447,closed,False,False,2024,journal-article,
378,18448,closed,False,False,2024,journal-article,TNW
379,18449,closed,False,False,2024,journal-article,TNW
380,18450,closed,False,True,2024,journal-article,
381,18451,hybrid,True,False,2024,journal-article,TNW
382,18452,closed,False,False,2024,journal-article,TNW
383,39260,hybrid,True,False,2024,journal-article,TNW | EEMCS
384,38710,gold,True,False,2024,journal-article,EEMCS
385,18464,gold,True,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
386,18466,gold,True,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
387,19357,hybrid,True,False,2024,journal-article,ET
388,39262,hybrid,True,False,2024,journal-article,TNW | 4TU-HTM
389,19359,hybrid,True,False,2024,journal-article,TNW
390,19361,hybrid,True,False,2024,journal-article,ET
391,19362,hybrid,True,True,2024,journal-article,TNW
392,38721,hybrid,True,False,2024,journal-article,TNW
393,38722,bronze,True,False,2024,journal-article,ET
394,19431,hybrid,True,False,2024,journal-article,BMS
395,38723,closed,False,False,2024,journal-article,ITC
396,39264,hybrid,True,False,2024,journal-article,4TU | ITC | ET
397,39265,bronze,True,False,2024,journal-article,EEMCS
398,19704,closed,False,False,2024,journal-article,ET
399,39266,hybrid,True,False,2024,journal-article,ITC
400,38725,hybrid,True,False,2024,journal-article,BMS
401,39159,closed,False,False,2024,journal-article,BMS
402,38726,closed,False,False,2024,journal-article,BMS
403,38727,hybrid,True,False,2024,journal-article,
404,20059,hybrid,True,False,2024,journal-article,TNW | MS3 | ET
405,38728,hybrid,True,False,2024,journal-article,ITC
406,38729,closed,False,False,2024,journal-article,
407,20202,hybrid,True,False,2024,journal-article,ITC
408,38731,hybrid,True,False,2024,journal-article,BMS
409,38732,hybrid,True,False,2024,journal-article,ITC
410,39160,closed,False,False,2024,journal-article,BMS
411,38733,hybrid,True,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
412,38734,gold,True,False,2024,journal-article,ET
413,20672,hybrid,True,True,2024,journal-article,BMS
414,20780,gold,True,False,2024,journal-article,TNW
415,20797,hybrid,True,True,2024,journal-article,EEMCS
416,20964,hybrid,True,False,2024,journal-article,ET
417,21076,closed,False,False,2024,journal-article,TNW | EEMCS
418,39270,hybrid,True,False,2024,journal-article,EEMCS | ET
419,21247,gold,True,True,2024,journal-article,ITC
420,38746,bronze,True,False,2024,journal-article,ET
421,21359,bronze,True,False,2024,journal-article,ET
422,21367,gold,True,False,2024,journal-article,TNW
423,21402,bronze,True,False,2024,journal-article,EEMCS
424,21472,bronze,True,False,2024,journal-article,TNW
425,39161,hybrid,True,False,2024,journal-article,BMS
426,38750,gold,True,False,2024,journal-article,EEMCS | 4TU | BMS
427,21672,bronze,True,True,2024,journal-article,EEMCS | ITC
428,21673,hybrid,True,False,2024,journal-article,EEMCS
429,38753,bronze,True,True,2024,journal-article,
430,21727,bronze,True,False,2024,journal-article,ET
431,38754,gold,True,False,2024,journal-article,TNW
432,38756,hybrid,True,False,2024,journal-article,TNW
433,38757,hybrid,True,False,2024,journal-article,BMS
434,38759,closed,False,False,2024,journal-article,TNW | EEMCS | ET
435,21911,closed,False,False,2024,journal-article,EEMCS
436,38762,bronze,True,False,2024,journal-article,EEMCS
437,22201,closed,False,False,2024,journal-article,TNW
438,39162,closed,False,True,2024,journal-article,TNW
439,22525,closed,False,False,2024,journal-article,TNW
440,38766,green,True,False,2024,journal-article,TNW
441,22865,closed,False,True,2024,journal-article,BMS
442,38769,hybrid,True,True,2024,journal-article,ET
443,38770,hybrid,True,False,2024,journal-article,BMS
444,38771,closed,False,False,2024,journal-article,BMS
445,23142,gold,True,False,2024,journal-article,EEMCS
446,38773,gold,True,False,2024,journal-article,ET
447,38774,gold,True,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
448,25320,hybrid,True,True,2024,journal-article,TNW
449,25321,closed,False,False,2024,journal-article,
450,25353,closed,False,False,2024,journal-article,ET
451,25443,gold,True,True,2024,journal-article,4TU | ITC
452,25444,gold,True,True,2024,journal-article,ITC
453,38798,closed,False,False,2024,journal-article,EEMCS
454,25531,closed,False,False,2024,journal-article,ITC
455,39286,closed,False,False,2024,journal-article,ITC
456,25594,closed,False,True,2024,journal-article,ET
457,38799,closed,False,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
458,25722,closed,False,False,2024,journal-article,ITC
459,25730,hybrid,True,False,2024,journal-article,BMS
460,38807,gold,True,False,2024,journal-article,EEMCS
461,26429,closed,False,False,2024,journal-article,TNW
462,26430,closed,False,False,2024,journal-article,TNW
463,26431,closed,False,False,2024,journal-article,TNW
464,38816,closed,False,False,2024,journal-article,TNW
465,38817,closed,False,False,2024,journal-article,TNW
466,38818,closed,False,False,2024,journal-article,TNW
467,39290,closed,False,False,2024,journal-article,EEMCS
468,26566,hybrid,True,True,2024,journal-article,BMS
469,38819,closed,False,False,2024,journal-article,ITC
470,26688,closed,False,False,2024,journal-article,EEMCS
471,26779,closed,False,False,2024,journal-article,
472,26794,closed,False,True,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
473,38820,hybrid,True,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
474,26877,closed,False,False,2024,journal-article,EEMCS
475,26878,closed,False,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
476,38821,closed,False,False,2024,journal-article,EEMCS
477,39291,closed,False,False,2024,journal-article,EEMCS
478,26962,bronze,True,False,2024,journal-article,TNW
479,38826,hybrid,True,False,2024,journal-article,
480,38827,closed,False,False,2024,journal-article,ITC
481,27413,hybrid,True,True,2024,journal-article,BMS
482,38829,hybrid,True,False,2024,journal-article,BMS
483,38830,bronze,True,False,2024,journal-article,ET
484,38831,gold,True,False,2024,journal-article,TNW
485,28055,gold,True,True,2024,journal-article,TNW | 4TU
486,39165,closed,False,False,2024,journal-article,TNW
487,38834,hybrid,True,False,2024,journal-article,ITC | ET
488,28702,gold,True,False,2024,journal-article,BMS
489,28724,closed,False,False,2024,journal-article,TNW
490,28747,gold,True,False,2024,journal-article,BMS
491,38836,gold,True,False,2024,journal-article,BMS
492,28761,closed,False,False,2024,journal-article,
493,28762,closed,False,False,2024,journal-article,EEMCS
494,28763,closed,False,False,2024,journal-article,EEMCS
495,28764,closed,False,True,2024,journal-article,EEMCS
496,28765,closed,False,True,2024,journal-article,EEMCS
497,28777,hybrid,True,True,2024,journal-article,TNW
498,38846,hybrid,True,False,2024,journal-article,EEMCS
499,38847,closed,False,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
500,38848,closed,False,False,2024,journal-article,"Faculty of Electrical Engineering, Mathematics and Computer Science | EEMCS"
501,39304,closed,False,False,2024,journal-article,BMS
